StockCode,TotalRevenue,TotalQuantity,Orders,Customers,AverageUnitPrice,Description,RevenuePercentage
84228,113.28,284,19,16,0.41736842105263156,HEN HOUSE W CHICK STANDING,0.0012746409063983906
84231,68.25,105,18,13,0.65,EASTER BUNNY WITH BASKET ON BACK,0.0007679576435530558
84247E,236.00000000000003,80,23,23,2.95,PACK OF 12 CHRISTMAS FUN CARDS,0.0026555018883299805
84247G,141.12,336,23,17,0.42,"DECOUPAGE,GREETING CARD,",0.0015879001122081646
84247K,64.9,22,9,7,2.95,"FOLK ART GREETING CARD,pack/12",0.0007302630192907448
84247L,45.36,108,8,8,0.42,FAWN AND MUSHROOM GREETING CARD,0.0005103964646383386
84247N,64.9,22,18,16,2.95,PACK/12 BLUE FOLKART CARDS,0.0007302630192907448
84249A,68.84,160,13,12,0.483076923076923,"GREETING CARD,SQUARE, DOUGHNUTS",0.0007745963982738809
84251B,29.830000000000002,157,14,12,0.19,"GREETING CARD, STICKY GORDON",0.0003356509378342514
84251C,4.5600000000000005,24,2,2,0.19,"GREETING CARD, TWO SISTERS.",5.1309697503325056e-05
84251G,34.2,180,15,15,0.19,"GREETING CARD, OVERCROWDED POOL.",0.00038482273127493784
84279B,666.93,179,57,48,3.7436842105263155,CHERRY BLOSSOM DECORATIVE FLASK,0.007504380823660652
84279P,1242.72,336,94,79,3.7348421052631577,CHERRY BLOSSOM  DECORATIVE FLASK,0.013983242824853533
84306,21.9,2,2,2,10.95,S/3 PINK SQUARE PLANTERS ROSES,0.0002464215735357058
84313B,175.8,76,13,6,3.1884615384615387,BLUE TV TRAY TABLE,0.0019781238642729263
84313C,908.15,461,24,17,2.2375,ORANGE TV TRAY TABLE,0.010218618813079965
84341B,252.23,618,33,30,0.5044117647058823,SMALL PINK MAGIC CHRISTMAS TREE,0.002838123903785894
84347,17554.27,7892,305,192,2.6070625,ROTATING SILVER ANGELS T-LIGHT HLDR,0.19752286920870477
84352,543.35,33,22,14,16.768181818181816,SILVER CHRISTMAS TREE BAUBLE STAND,0.006113843012813962
84356,1570.15,337,46,32,5.645652173913043,POMPOM CURTAIN,0.01766752665237847
84358,287.74,32,12,6,9.341666666666667,FLOOR LAMP SHADE WOOD BASE,0.0032376869209663926
84360,388.3,74,17,9,5.797058823529412,TABLE LAMP WHITE SHADE WOOD BASE,0.004369200776434455
84375,8676.27,4139,416,290,2.1499522673031026,SET OF 20 KIDS COOKIE CUTTERS,0.09762648885025746
84378,7719.34,6001,521,376,1.3282954545454546,SET OF 3 HEART COOKIE CUTTERS,0.08685899129941166
84380,6711.0,5287,498,325,1.3282306163021869,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.07551302191772245
84387A,21.45,11,1,1,1.95,BIRD ON BRANCH CANVAS SCREEN,0.0002413581165452461
84388,13.14,24,6,6,1.02,WISE MAN STAR SHAPE EGG PAN,0.00014785294412142348
84402B,48.19,61,3,3,0.79,PURPLE DRESS JEWELLERY STAND,0.0005422399830450074
84406B,7121.2300000000005,1917,241,133,3.8149382716049387,CREAM CUPID HEARTS COAT HANGER,0.08012898183149197
84415A,15.0,12,2,2,1.25,PINK FLOCK SUEDE CUSHION COVER,0.00016878189968199027
84415B,12.5,6,2,2,2.5,BLUE FLOCK CUSHION COVER,0.00014065158306832525
84422,220.41,551,8,8,0.4475,PINK/BLUE DISC/MIRROR STRING,0.0024800812339271653
84429A,135.70000000000002,46,14,13,2.95,MEDIUM PINK BUDDHA HEAD,0.001526913585789739
84452,62.9,74,16,14,0.85,METAL RABBIT LADDER EASTER,0.0007077587659998126
84457,101.14999999999999,119,21,21,0.85,SET/3 RABBITS FLOWER SKIPPPING ROPE,0.0011381526101888876
84459A,906.14,670,53,50,1.477142857142857,PINK METAL CHICKEN HEART,0.010196002038522578
84459B,938.12,676,60,54,1.4821311475409835,YELLOW METAL CHICKEN HEART,0.010555845048644581
84461,104.55,41,14,13,2.55,12 PINK HEN+CHICKS IN BASKET,0.0011764098407834721
84462,15.0,12,6,6,1.25,3 PINK HEN+CHICKS IN BASKET,0.00016878189968199027
84465,29.5,10,7,7,2.95,15 PINK FLUFFY CHICKS IN BOX,0.0003319377360412475
84466,57.5,46,10,8,1.25,TOP SECRET PEN SET,0.0006469972821142961
84497,48.75,13,7,7,3.75,BUTTONS AND STRIPES NOTEBOOK,0.0005485411739664684
84499,5.949999999999999,7,2,2,0.85,BLACK FLOWER CANDLE PLATE,6.69501535405228e-05
84507B,79.05,31,14,10,2.55,STRIPES DESIGN MONKEY DOLL,0.0008894806113240888
84507C,160.64999999999998,63,25,11,2.55,BLUE CIRCLES DESIGN MONKEY DOLL,0.0018076541455941157
84508A,3445.5000000000005,1630,35,17,2.4085714285714284,CAMOUFLAGE DESIGN TEDDY,0.03876920235695317
84508B,142.79999999999998,56,30,21,2.55,STRIPES DESIGN TEDDY,0.0016068036849725474
84508C,130.04999999999998,51,20,14,2.55,BLUE CIRCLES DESIGN TEDDY,0.0014633390702428555
84509A,2194.64,612,139,103,3.80705035971223,SET OF 4 ENGLISH ROSE PLACEMATS,0.02469436722120554
84509B,585.0,156,48,37,3.75,SET OF 4 FAIRY CAKE PLACEMATS,0.0065824940875976205
84509C,269.55,77,23,20,3.715217391304348,SET OF 4 POLKADOT PLACEMATS,0.003033010737285365
84509E,101.06,70,8,7,2.385,SET OF 4 CAROUSEL PLACEMATS,0.001137139918790796
84509G,856.25,491,46,42,2.717391304347826,SET OF 4 FAIRY CAKE PLACEMATS,0.00963463344018028
84510A,1289.34,1058,144,100,1.2722602739726028,SET OF 4 ENGLISH ROSE COASTERS,0.014507816969065156
84510C,122.42,96,32,25,1.325625,SET OF 4 POLKADOT COASTERS,0.00137748534393795
84510E,26.05,25,9,9,1.018888888888889,SET OF 4 GREEN CAROUSEL COASTERS,0.0002931178991143898
84519A,739.1899999999999,477,61,45,1.4506557377049178,TOMATO CHARLIE+LOLA COASTER SET,0.008317459495062025
84519B,545.99,425,91,63,1.336304347826087,CARROT CHARLIE+LOLA COASTER SET,0.006143548627157991
84520B,388.69,481,54,51,0.8461818181818181,PACK 20 ENGLISH ROSE PAPER NAPKINS,0.004373589105826186
84522,23.4,12,6,6,1.95,PINK PARTY SUNGLASSES,0.00026329976350390483
84527,84.44999999999999,47,6,6,1.9000000000000001,FLAMES SUNGLASSES PINK LENSES,0.0009502420952096052
84531A,71.75999999999999,140,25,24,0.6900000000000001,PINK KNITTED EGG COSY,0.0008074526080786414
84531B,81.50999999999999,149,25,24,0.7020000000000001,BLUE KNITTED EGG COSY,0.000917160842871935
84534B,39.1,46,5,5,0.85,FAIRY CAKE NOTEBOOK A5 SIZE,0.0004399581518377214
84535A,185.1,398,20,19,0.6385,ENGLISH ROSE NOTEBOOK A6 SIZE,0.00208276864207576
84535B,762.99,1272,108,80,0.6680733944954129,FAIRY CAKES NOTEBOOK A6 SIZE,0.008585260109224117
84536A,1147.0,2729,221,140,0.42364444444444443,ENGLISH ROSE NOTEBOOK A7 SIZE,0.012906189262349523
84536B,655.34,1684,99,74,0.4303,FAIRY CAKES NOTEBOOK A7 SIZE,0.007373968675839701
84539,26.4,16,1,1,1.65,KNITTED RABBIT DOLL,0.0002970561434403029
84548,24.75,15,3,3,1.65,CROCHET BEAR RED/BLUE  KEYRING,0.00027849013447528393
84549,46.349999999999994,31,3,3,1.5833333333333333,CROCHET WHITE RABBIT KEYRING,0.0005215360700173498
84550,1.65,1,1,1,1.65,CROCHET LILAC/RED BEAR KEYRING,1.856600896501893e-05
84551,1.65,1,1,1,1.65,CROCHET DOG KEYRING,1.856600896501893e-05
84558A,855.5000000000001,290,60,49,2.95,3D DOG PICTURE PLAYING CARDS,0.00962619434519618
84559A,231.98,272,42,34,0.8685714285714285,3D SHEET OF DOG STICKERS,0.002610268339215207
84559B,183.6,216,43,36,0.85,3D SHEET OF CAT STICKERS,0.002065890452107561
84562A,15.9,2,2,2,7.95,PINK/WHITE RIBBED MELAMINE JUG,0.0001789088136629097
84563A,198.05,59,14,11,4.021428571428571,PINK & WHITE BREAKFAST TRAY,0.0022284836821345453
84563B,209.55,69,21,18,3.2357142857142858,BLUE & WHITE BREAKFAST TRAY,0.002357883138557404
84568,2088.0,11040,23,18,0.20304347826086958,GIRLS ALPHABET IRON ON PATCHES,0.02349444043573305
84569A,239.96,191,26,26,1.2965384615384616,PACK 3 IRON ON DOG PATCHES,0.0027000603098460262
84569B,93.75,75,11,11,1.25,PACK 3 FIRE ENGINE/CAR PATCHES,0.0010548868730124394
84569C,1.25,1,1,1,1.25,PACK 4 FLOWER/BUTTERFLY PATCHES,1.4065158306832522e-05
84569D,337.42,268,34,32,1.2855882352941177,PACK 6 HEART/ICE-CREAM PATCHES,0.0037966925727131442
84575A,39.3,14,4,4,3.95,PINK DOG CANNISTER,0.00044220857716681454
84576,111.14999999999999,57,9,8,1.9500000000000002,BLUE CAT BISCUIT BARREL PINK HEART,0.001250673876643548
84580,1256.3,334,120,91,3.765573770491803,MOUSE TOY WITH PINK T-SHIRT,0.014136046704698958
84581,615.76,164,70,60,3.7608571428571427,DOG TOY WITH PINK CROCHET SKIRT,0.006928609503212155
84584,211.64999999999998,83,18,18,2.55,PINK GINGHAM CAT WITH SCARF,0.0023815126045128826
84592,206.50000000000003,70,17,15,2.95,CROCHET ROSE PURSE WITH SUEDE BACK,0.002323564152288733
84593,14.750000000000002,5,1,1,2.95,CROCHET ROSE DES CLOTHES HANGER,0.00016596886802062378
84595E,109.79999999999998,64,9,8,2.1166666666666667,LARGE TORTILLA DESIGN RED BOWL,0.0012354835056721687
84596B,2040.19,4436,361,189,0.48358695652173916,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.022956476260813315
84596E,252.63,391,35,33,0.7702857142857144,SMALL LICORICE DES PINK BOWL,0.0028426247544440803
84596F,1553.25,3285,288,166,0.49737373737373736,SMALL MARSHMALLOWS PINK BOWL,0.017477365712070092
84596G,774.18,1660,158,84,0.4859375,SMALL CHOCOLATES PINK BOWL,0.008711171406386881
84596J,205.28,469,27,21,0.5122222222222222,MIXED NUTS LIGHT GREEN BOWL,0.0023098365577812643
84596L,440.94,1038,79,49,0.48303797468354426,BISCUITS SMALL BOWL LIGHT BLUE,0.004961512723051786
84597B,51.25,41,5,3,1.25,RETRO BROWN BALL ASHTRAY,0.0005766714905801334
84597C,57.5,46,13,11,1.25,RETRO PINK BALL ASHTRAY,0.0006469972821142961
84598,262.08,1248,5,5,0.21000000000000002,BOYS ALPHABET IRON ON PATCHES,0.002948957351243734
84600,367.6,48,20,16,7.85,NEW BAROQUE JEWELLERY BOX,0.004136281754873308
84609,720.0,90,17,16,8.352941176470589,TALL ROCOCO CANDLE HOLDER,0.008101531184735533
84613A,27.900000000000002,6,3,3,4.65,PINK NEW BAROQUE FLOCK CANDLESTICK,0.0003139343334085019
84613C,4.65,1,1,1,4.65,BLUE NEW BAROQUE FLOCK CANDLESTICK,5.232238890141699e-05
84614A,11.9,2,1,1,5.95,PINK BAROQUE FLOCK CANDLE HOLDER,0.00013390030708104563
84616,329.45,11,6,6,29.95,SILVER ROCCOCO CHANDELIER,0.00370701312334878
84617,38.25,3,3,3,12.75,NEW BAROQUE BLACK BOXES,0.0004303938441890752
84620,11.9,2,1,1,5.95,BLUE GINGHAM ROSE CUSHION COVER,0.00013390030708104563
84625A,470.75,455,31,24,1.4596774193548387,PINK NEW BAROQUECANDLESTICK CANDLE,0.005296938618353128
84625C,478.15,439,28,20,1.5250000000000001,BLUE NEW BAROQUE CANDLESTICK CANDLE,0.005380204355529577
84629,150.0,20,10,10,10.05,WHITE 3 FRAME BIRDS AND TREE,0.0016878189968199029
84631,127.2,16,9,7,7.949999999999999,FRUIT TREE AND BIRDS WALL PLAQUE,0.0014312705093032776
84632,359.70000000000005,6,5,5,59.95,DECORATIVE HANGING SHELVING UNIT,0.004047389954374128
84637,172.55,29,13,11,5.950000000000001,KITCHEN FLOWER POTS WALL PLAQUE,0.0019415544526751617
84638,132.05,19,12,11,6.95,SMALL KITCHEN FLOWER POTS PLAQUE,0.001485843323533788
84658,308.48,44,16,14,7.028823529411765,WHITE STITCHED CUSHION COVER,0.0034710560275933574
84659A,314.31,134,22,19,2.4695454545454543,WHITE TRAVEL ALARM CLOCK,0.0035366559259364244
84660A,761.9,837,36,30,1.3680555555555556,WHITE STITCHED WALL CLOCK,0.008572995291180559
84660B,684.65,695,29,20,1.3410344827586207,BLACK STITCHED WALL CLOCK,0.00770376850781831
84660C,590.57,639,27,20,1.0018518518518518,PINK STITCHED WALL CLOCK,0.006645168433012868
84661A,132.99,94,11,10,2.129090909090909,WHITE SQUARE TABLE CLOCK,0.001496420322580526
84661B,225.48999999999998,95,12,10,2.5658333333333334,BLACK SQUARE TABLE CLOCK,0.0025372420372861324
84661C,70.10000000000001,62,5,5,1.494,PINK SQUARE TABLE CLOCK,0.000788774077847168
84663A,324.04,260,25,21,2.1212,GRASS HOPPER WOODEN WALL CLOCK,0.0036461391181968087
84665,624.75,105,17,14,5.95,SQUARE CHERRY BLOSSOM CABINET,0.007029766121754896
84666,94.80000000000001,24,4,4,3.95,SQUARE CHERRY BLOSSOM CABINET,0.0010667016059901788
84673A,40.95,63,25,21,0.6500000000000001,PINK FLY SWAT,0.00046077458613183345
84673B,114.21000000000001,135,42,31,0.86,BLUE FLY SWAT,0.001285105384178674
84674,426.3,186,40,31,2.825609756097561,FLYING PIG WATERING CAN,0.004796781588962164
84675,26.55,9,2,2,2.95,FROG KING WATERING CAN,0.0002987439624371228
84678,227.1,138,10,10,2.1599999999999997,CLASSICAL ROSE SMALL VASE,0.002555357961185333
84679,55.7,6,2,2,11.95,CLASSICAL ROSE TABLE LAMP,0.0006267434541524573
84683,147.35000000000002,187,7,6,0.9928571428571429,CLASSICAL ROSE CANDLESTAND,0.0016580008612094182
84685,78.75,21,9,6,3.75,BEACH HUT KEY CABINET,0.0008861049733304489
84686,66.39,49,8,7,2.9525,BEACH HUT MIRROR,0.000747028687992489
84687,376.5,70,20,16,5.7,BEACH HUT SHELF W 3 DRAWERS,0.004236425682017956
84688,144.5,34,8,7,4.25,BEACH HUT DESIGN BLACKBOARD,0.0016259323002698399
84689,9.95,3,2,2,3.975,S/2 BEACH HUT TREASURE CHESTS,0.00011195866012238688
84691,174.5,242,4,2,0.7525,PACK 20 DOLLY PEGS,0.00196349609963382
84692,2808.57,6803,364,209,0.430972972972973,BOX OF 24 COCKTAIL PARASOLS,0.031602385332656496
84705C,15.0,12,1,1,1.25,PINK FLOCK PHOTO FRAME,0.00016878189968199027
84706D,25.7,6,3,3,4.283333333333333,CHERRY BLOSSOM TABLE CLOCK,0.00028917965478847667
84706F,47.2,16,10,9,2.95,RED PEONY TABLE CLOCK,0.0005311003776659961
84707A,440.73999999999995,66,25,21,9.5512,SILVER JEWELLED MIRROR TRINKET TRAY,0.004959262297722692
84707B,178.56,29,13,13,8.873846153846154,PINK JEWELLED MIRROR TRINKET TRAY,0.0020091797338144123
84708B,256.75,53,14,13,4.8500000000000005,PINK JEWELLED PHOTO FRAME,0.0028889835162234003
84709B,119.0,20,11,11,5.95,PINK OVAL JEWELLED MIRROR,0.0013390030708104563
84711A,139.29999999999998,14,7,7,9.95,SILVER OVAL SHAPE TRINKET BOX,0.001567421241713416
84711B,149.25,15,8,7,9.95,PINK OVAL SHAPE TRINKET BOX,0.0016793799018358032
84712B,147.87,19,11,9,7.805454545454546,PINK JEWELLED PHOTO FRAME,0.0016638519670650602
84715,47.2,16,3,3,2.9500000000000006,SET OF 6 ICE CREAM SKITTLES,0.0005311003776659961
84723,97.95,41,6,5,3.9499999999999997,CHERRY BLOSSOM CANVAS ART PICTURE,0.0011021458049233965
84725,39.65,41,18,16,1.2444444444444445,FREESTYLE CANVAS ART PICTURE,0.00044614682149272765
84731,2.04,2,2,2,1.02,3 BIRDS CANVAS SCREEN,2.2954338356750676e-05
84732B,8.58,22,2,2,0.39,CUTE BIRD CEATURE SCREEN,9.654324661809843e-05
84732D,4.29,11,2,2,0.39,CUTE RABBIT CEATURE SCREEN,4.827162330904922e-05
84741C,117.0,60,14,14,1.95,CITRUS GARLAND FELT FLOWERS,0.0013164988175195242
84743C,1.25,1,1,1,1.25,ORANGE FELT VASE + FLOWERS,1.4065158306832522e-05
84744,135.0,108,18,17,1.25,S/6 SEW ON CROCHET FLOWERS,0.0015190370971379125
84745A,13.44,32,5,5,0.42000000000000004,PINK HANGING GINGHAM EASTER HEN,0.0001512285821150633
84745B,13.44,32,5,5,0.42000000000000004,BLUE HANGING GINGHAM EASTER HEN,0.0001512285821150633
84746,11.25,3,1,1,3.75,PINK EASTER HENS+FLOWER,0.0001265864247614927
84748,90.0,24,8,7,3.75,FOLK FELT HANGING MULTICOL GARLAND,0.0010126913980919416
84750A,46.8,24,1,1,1.95,PINK SMALL GLASS CAKE STAND,0.0005265995270078097
84750B,54.99,61,12,12,1.17,BLACK SMALL GLASS CAKE STAND,0.0006187544442341764
84751B,37.11,17,8,8,1.9,BLACK MEDIUM GLASS CAKE STAND,0.0004175664198132439
84754,586.46,502,36,35,1.2397297297297296,S/15 SILVER GLASS BAUBLES IN BAG,0.006598922192500002
84755,9566.51,15563,529,318,0.648377358490566,COLOUR GLASS T-LIGHT HOLDER HANGING,0.10764358207511712
84760S,62.349999999999994,43,8,8,1.45,SMALL HANGING GLASS+ZINC LANTERN,0.0007015700963448061
84763,679.01,573,49,39,1.2422448979591836,ZINC FINISH 15CM PLANTER POTS,0.007640306513537882
84766,340.7,146,14,11,3.3785714285714286,SILVER ROCOCO CANDLE STICK,0.0038335995481102725
84773,8.850000000000001,3,1,1,2.95,RED ROSE AND LACE C/COVER,9.958132081237427e-05
84789,595.8000000000001,180,43,33,3.6383720930232557,ENCHANTED BIRD PLANT CAGE,0.0067040170553686555
84792,3470.5400000000004,774,190,125,4.666197916666667,ENCHANTED BIRD COATHANGER 5 HOOK,0.03905095560815564
84795B,1249.65,167,40,33,7.8,SUNSET CHECK HAMMOCK,0.014061220062506612
84795C,15.9,2,1,1,7.95,OCEAN STRIPE HAMMOCK,0.0001789088136629097
84796A,178.5,14,10,10,12.75,PINK HAWAIIAN PICNIC HAMPER FOR 2,0.0020085046062156844
84796B,793.3499999999999,69,17,16,12.43235294117647,BLUE SAVANNAH PICNIC HAMPER FOR 2,0.008926874674180465
84798A,35.699999999999996,14,3,3,2.55,PINK FOXGLOVE ARTIIFCIAL FLOWER,0.00040170092124313685
84798B,17.849999999999998,7,2,2,2.55,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,0.00020085046062156842
84799,155.48,220,9,9,0.9733333333333333,SPRIG LAVENDER ARTIFICIAL FLOWER,0.0017494806508370564
84800L,639.36,360,22,20,1.9245454545454548,LARGE WHITE/PINK ROSE ART FLOWER,0.007194159692045154
84800M,174.31,127,11,11,1.5372727272727273,MEDIUM WHITE/PINK ROSE ART FLOWER,0.001961358195571182
84800S,120.07000000000001,107,9,9,1.2077777777777778,SMALL WHITE/PINK ROSE ART FLOWER,0.001351042846321105
84801A,96.60000000000001,46,5,5,2.1,PINK HYDRANGEA ART FLOWER,0.0010869554339520175
84801B,46.2,22,3,3,2.1,WHITE HYDRANGEA ART FLOWER,0.0005198482510205302
84802A,3.38,2,1,1,1.69,WHITE ANEMONE ARTIFICIAL FLOWER,3.8032188061675144e-05
84802B,6.76,4,1,1,1.69,PURPLE ANEMONE ARTIFICIAL FLOWER,7.606437612335029e-05
84803B,25.35,15,3,3,1.6900000000000002,WHITE ALLIUM  ARTIFICIAL FLOWER,0.00028524141046256356
84804A,180.58,70,8,8,2.68,CREAM DELPHINIUM ARTIFICIAL FLOWER,0.002031909029638254
84804B,188.37000000000003,99,6,6,2.23,BLUE DELPHINIUM ARTIFICIAL FLOWER,0.0021195630962064344
84805A,52.5,30,3,3,2.0833333333333335,CREAM CLIMBING HYDRANGA ART FLOWER,0.000590736648886966
84805B,52.5,38,3,3,2.0833333333333335,BLUE CLIMBING HYDRANGA ART FLOWER,0.000590736648886966
84806A,96.88999999999999,137,11,11,1.0645454545454545,PINK CANDYSTUFT ARTIFICIAL FLOWER,0.0010902185506792023
84806B,394.15999999999997,296,19,18,1.3836842105263158,WHITE CANDYSTUFT ARTIFICIAL FLOWER,0.004435138238576886
84809A,79.80000000000001,38,5,5,2.1,WHITE CHRYSANTHEMUMS ART FLOWER,0.0008979197063081884
84809B,37.800000000000004,18,1,1,2.1,PINK CHRYSANTHEMUMS ART FLOWER,0.00042533038719861553
84813,1146.97,145,22,20,9.359545454545454,SET OF 4 DIAMOND NAPKIN RINGS,0.01290585169855016
84816,519.35,13,10,10,39.95,DANISH ROSE BEDSIDE CABINET,0.0058437919733227775
84817,710.64,951,55,48,1.4351785714285714,DANISH ROSE DECORATIVE PLATE,0.00799621127933397
84818,1460.81,1423,99,79,1.3489898989898987,DANISH ROSE PHOTO FRAME,0.016437219124963213
84819,951.79,811,62,56,2.2196774193548388,DANISH ROSE ROUND SEWING BOX,0.010709661619888101
84820,483.05,259,31,31,3.877741935483871,DANISH ROSE TRINKET TRAYS,0.0054353397760923605
84821,407.15,935,40,35,0.614390243902439,DANISH ROSE DELUXE COASTER,0.004581303363701489
84823,890.4000000000001,112,25,25,7.95,DANISH ROSE FOLDING CHAIR,0.010018893565122944
84824,31.9,2,2,2,15.95,DANISH ROSE UMBRELLA STAND,0.00035894283999036595
84826,386.83,1159,30,28,0.54875,ASSTD DESIGN 3D PAPER STICKERS,0.00435266015026562
84827,153.09,509,14,12,0.465,ASS DES PHONE SPONGE CRAFT STICKER,0.0017225880681543929
84828,1187.41,950,111,82,1.3108849557522124,JUNGLE POPSICLES ICE LOLLY MOULDS,0.013360887700092805
84832,2176.1,2606,188,137,0.8724607329842932,ZINC WILLIE WINKIE  CANDLE STICK,0.0244857527931986
84836,7099.93,5750,476,311,1.255514403292181,ZINC METAL HEART DECORATION,0.07988931153394356
84840,25.5,3,3,3,8.5,SWEETHEART CARRY-ALL BASKET,0.00028692922945938346
84842,52.5,14,9,8,3.75,HELLO SAILOR BATHROOM SET,0.000590736648886966
84843,864.35,161,41,36,5.857142857142857,WHITE SOAP RACK WITH 2 BOTTLES,0.009725775666008553
84846A,109.20000000000002,52,10,9,2.1,SCENTED CANDLE IN DIGITALIS TIN,0.0012287322296848893
84847,75.0,20,11,9,3.75,FLORAL BATHROOM SET,0.0008439094984099514
84849A,261.95,155,31,25,1.69,HELLO SAILOR BLUE SOAP HOLDER,0.0029474945747798233
84849B,392.08,232,57,41,1.69,FAIRY SOAP SOAP HOLDER,0.004411733815154317
84849D,809.51,479,102,64,1.69,HOT BATHS SOAP HOLDER,0.009108709040771197
84854,24.75,5,1,1,4.95,GIRLY PINK TOOL SET,0.00027849013447528393
84857B,46.8,24,1,1,1.95,BLUE MONTE CARLO HANDBAG,0.0005265995270078097
84857C,198.35,95,8,8,2.76875,PINK MONTE CARLO HANDBAG,0.0022318593201281845
84858C,250.05,185,5,4,4.07,PINK RIVIERA HANDBAG,0.002813594267698778
84859A,248.20999999999998,123,30,24,2.2196774193548388,SILVER DISCO HANDBAG,0.0027928903546711203
84859B,60.68,30,10,10,2.168,BLUE DISCO HANDBAG,0.0006827790448468781
84859C,176.39,83,21,17,2.348095238095238,PINK DISCO HANDBAG,0.001984762618993751
84865,109.65,24,11,8,5.9772727272727275,NEW BAROQUE BLACK PHOTO ALBUM,0.001233795686675349
84870B,75.0,20,10,9,3.75,BLUE GEISHA GIRL,0.0008439094984099514
84870C,75.0,20,10,10,3.75,GREEN GEISHA GIRL,0.0008439094984099514
84872A,50.849999999999994,3,3,3,16.95,TEATIME FUNKY FLOWER BACKPACK FOR 2,0.0005721706399219469
84873A,33.9,2,2,2,16.95,FUNKY FLOWER PICNIC BAG FOR 4,0.00038144709328129803
84874B,56.1,34,7,7,1.65,BLUE TRAVEL FIRST AID KIT,0.0006312443048106436
84875B,168.75,125,15,14,1.5833333333333333,GREEN SQUARE COMPACT MIRROR,0.0018987963714223908
84875D,63.75,51,8,8,1.25,BLUE SQUARE COMPACT MIRROR,0.0007173230736484586
84876B,251.25,201,20,17,1.25,GREEN HEART COMPACT MIRROR,0.0028270968196733373
84876D,187.5,124,12,12,2.2916666666666665,BLUE HEART COMPACT MIRROR,0.0021097737460248787
84877A,15.0,12,1,1,1.25,PINK ROUND COMPACT MIRROR,0.00016878189968199027
84877B,157.5,126,9,8,1.25,GREEN ROUND COMPACT MIRROR,0.0017722099466608977
84877D,121.25,87,11,11,1.7045454545454546,BLUE ROUND COMPACT MIRROR,0.0013643203557627548
84879,56413.03,35263,1375,678,1.6807096774193548,ASSORTED COLOUR BIRD ORNAMENT,0.6347665580144738
84880,1881.15,301,65,51,7.047727272727272,WHITE WIRE EGG HOLDER,0.021166938039118403
84881,69.85,11,5,5,6.35,BLUE WIRE SPIRAL CANDLE HOLDER,0.0007859610461858013
84882,127.5,34,15,12,3.75,GREEN WIRE STANDING CANDLE HOLDER,0.0014346461472969172
84884A,1076.66,286,64,52,4.028125,ANT WHITE WIRE HEART SPIRAL,0.012114714674107446
84898F,94.50000000000001,45,18,15,2.1,YELLOW FLOWERS FELT HANDBAG KIT,0.001063325967996539
84905,59.400000000000006,12,2,2,4.95,PINK BUTTERFLY CUSHION COVER,0.0006683763227406816
84906,98.6,28,10,9,4.35,PINK B'FLY C/COVER W BOBBLES,0.0011094596872429493
84907,38.25,5,3,3,7.650000000000001,PINK YELLOW PATCH CUSHION COVER,0.0004303938441890752
84910A,59.5,10,6,6,5.95,PINK PAISLEY CUSHION COVER,0.0006695015354052282
84912A,386.25,103,38,25,3.75,PINK ROSE WASHBAG,0.00434613391681125
84912B,555.0,148,46,32,3.75,GREEN ROSE WASHBAG,0.006244930288233639
84913A,172.05,37,10,10,4.65,SOFT PINK ROSE TOWEL,0.0019359283893524285
84913B,325.5,70,20,19,4.65,MINT GREEN ROSE TOWEL,0.003662567223099189
84915,281.95,199,11,8,2.89,HAND TOWEL PINK FLOWER AND DAISY,0.0031725371076891436
84916,407.4,212,18,17,3.8055555555555554,HAND TOWEL PALE BLUE W FLOWERS,0.004584116395362855
84917,400.5,170,14,13,3.2642857142857147,WHITE HAND TOWEL WITH BUTTERFLY,0.00450647672150914
84919,201.55,29,9,9,6.95,BLUE CUSHION COVER WITH FLOWER,0.0022678661253936762
84920,266.25,71,26,22,3.75,PINK FLOWER FABRIC PONY,0.0029958787193553275
84921,41.25,11,5,5,3.75,CREAM AND PINK FLOWERS PONY,0.00046415022412547326
84922,34.0,8,5,5,4.25,PINK BUTTERFLY WASHBAG,0.0003825723059458446
84924A,281.13,72,24,21,4.059166666666667,WAKE UP COCKEREL CALENDAR SIGN,0.003163310363839862
84924F,7.9,10,3,3,0.79,PSYCHEDELIC METAL SIGN CALENDAR,8.889180049918155e-05
84925D,38.25,15,10,8,2.55,LA PALMIERA WALL THERMOMETER,0.0004303938441890752
84925F,109.92999999999999,79,14,14,1.9214285714285713,PSYCHEDELIC WALL THERMOMETER,0.0012369462821360793
84926A,198.08999999999997,597,31,24,0.47580645161290325,WAKE UP COCKEREL TILE COASTER,0.0022289337672003634
84926D,266.64,705,31,25,0.6515624999999999,LA PALMIERA TILE COASTER,0.003000267048747059
84926E,322.88,966,37,32,0.44054054054054054,FLOWERS TILE COASTER,0.003633086651288068
84926F,178.0,423,23,18,0.9091304347826087,PSYCHEDELIC TILE COASTER,0.002002878542892951
84927A,53.85,46,14,12,1.4892857142857143,WAKE UP COCKEREL TILE HOOK,0.0006059270198583451
84927D,39.39,44,11,9,0.8563636363636363,LA PALMIERA TILE HOOK,0.0004432212685649065
84927E,71.82000000000001,57,11,10,1.53,FLOWERS TILE HOOK,0.0008081277356773695
