Segment,StockCode,Revenue,Quantity,Orders,Customers
Segment 3,21030,4.92,2,1,1
Segment 3,21031,2.46,1,1,1
Segment 3,21032,7.38,3,3,1
Segment 3,21033,545.53,305,13,4
Segment 3,21034,66.5,70,35,2
Segment 3,21035,2648.76,942,30,9
Segment 3,21039,267.21000000000004,111,7,4
Segment 3,21041,395.30000000000007,134,26,6
Segment 3,21042,65.45,11,4,2
Segment 3,21043,117.0,60,1,1
Segment 3,21051,6.23,2,2,2
Segment 3,21054,17.9,2,2,2
Segment 3,21055,186.73999999999998,14,11,4
Segment 3,21056,319.78,22,11,3
Segment 3,21058,50.86,58,13,5
Segment 3,21059,22.95,27,3,3
Segment 3,21060,20.4,24,2,1
Segment 3,21061,11.899999999999999,14,2,2
Segment 3,21062,5.1,6,2,1
Segment 3,21063,30.459999999999997,34,8,4
Segment 3,21064,38.2,8,7,2
Segment 3,21065,395.7,294,9,3
Segment 3,21066,52.02,48,2,1
Segment 3,21067,39.38,35,2,2
Segment 3,21068,62.5,50,3,2
Segment 3,21069,1521.48,1435,4,3
Segment 3,21070,42.18,26,8,2
Segment 3,21071,66.06,61,2,2
Segment 3,21078,417.64000000000004,562,17,7
Segment 3,21080,2447.29,3395,65,12
Segment 3,21084,35.68,144,10,4
Segment 3,21086,1164.2,2092,27,9
Segment 3,21087,5.13,27,1,1
Segment 3,21088,59.25,295,5,3
Segment 3,21089,3.58,14,2,2
Segment 3,21090,89.55,181,15,4
Segment 3,21094,1672.6,2538,41,9
Segment 3,21095,9.35,11,1,1
Segment 3,21096,116.47,293,6,3
Segment 3,21098,1931.9199999999998,1679,27,5
Segment 3,21106,5.9,2,2,1
Segment 3,21107,14.750000000000002,5,3,1
Segment 3,21108,489.13000000000005,559,9,5
Segment 3,21109,907.5,394,11,4
Segment 3,21110,890.1,326,14,5
Segment 3,21111,490.09999999999997,302,9,5
Segment 3,21112,690.63,421,10,5
Segment 3,21114,157.78,114,12,4
Segment 3,21115,57.21,7,7,3
Segment 3,21116,250.54,58,2,2
Segment 3,21121,985.5600000000001,876,41,7
Segment 3,21122,575.24,503,27,7
Segment 3,21123,118.31,97,17,5
Segment 3,21124,160.0,128,12,5
Segment 3,21125,32.5,26,4,4
Segment 3,21126,46.69,41,6,4
Segment 3,21128,19.41,2,2,2
Segment 3,21129,76.2,7,7,2
Segment 3,21131,192.5,70,8,4
Segment 3,21132,14.0,4,4,2
Segment 3,21135,214.91,635,5,2
Segment 3,21136,310.57,177,6,4
Segment 3,21137,1834.31,526,38,5
Segment 3,21143,163.79999999999998,84,1,1
Segment 3,21147,100.14,41,12,2
Segment 3,21154,1323.88,1184,33,8
Segment 3,21155,1097.45,489,50,9
Segment 3,21156,318.37,145,14,5
Segment 3,21157,4.2,2,2,2
Segment 3,21158,148.26,372,11,6
Segment 3,21159,144.42000000000002,354,15,6
Segment 3,21162,145.36,370,14,4
Segment 3,21163,109.88,260,10,5
Segment 3,21164,921.9,354,17,7
Segment 3,21165,1663.8999999999999,1126,34,8
Segment 3,21166,5958.6900000000005,3301,53,8
Segment 3,21167,10.5,50,1,1
Segment 3,21169,2263.3799999999997,1554,32,5
Segment 3,21171,308.7,246,9,4
Segment 3,21172,1197.82,914,37,10
Segment 3,21174,262.19,144,14,5
Segment 3,21175,1064.31,487,36,8
Segment 3,21179,122.01,293,18,7
Segment 3,21181,4603.860000000001,2593,38,10
Segment 3,21187,56.099999999999994,34,6,4
Segment 3,21188,79.65,27,3,2
Segment 3,21189,13.2,8,1,1
Segment 3,21190,232.0,160,2,1
Segment 3,21191,29.400000000000002,14,3,2
Segment 3,21192,1.65,1,1,1
Segment 3,21194,31.85,49,2,2
Segment 3,21198,63.419999999999995,110,5,3
Segment 3,21199,70.02,114,6,4
Segment 3,21200,93.60000000000001,144,2,2
Segment 3,21201,117.3,46,9,4
Segment 3,21202,31.200000000000003,48,1,1
Segment 3,21204,19.799999999999997,12,1,1
Segment 3,21205,91.8,36,4,3
Segment 3,21206,101.85000000000001,149,4,3
Segment 3,21207,352.95,243,6,2
Segment 3,21208,46.8,120,4,4
Segment 3,21209,146.73,373,6,4
Segment 3,21210,1567.57,1108,26,10
Segment 3,21211,459.29999999999995,330,9,6
Segment 3,21212,2484.15,5411,66,14
Segment 3,21213,741.25,1603,38,8
Segment 3,21215,13.750000000000002,25,2,2
Segment 3,21216,689.37,151,14,6
Segment 3,21217,719.0999999999999,78,16,4
Segment 3,21218,243.2,62,20,5
Segment 3,21219,9.84,4,4,1
Segment 3,21220,32.06,15,7,3
Segment 3,21221,22.14,9,1,1
Segment 3,21222,19.68,8,7,1
Segment 3,21224,107.45,89,10,5
Segment 3,21231,1583.5600000000002,1359,41,7
Segment 3,21232,1753.5700000000002,1529,52,12
Segment 3,21238,313.6,424,13,6
Segment 3,21239,177.27,237,12,6
Segment 3,21240,305.38,418,12,4
Segment 3,21242,809.23,547,18,5
Segment 3,21243,500.40999999999997,337,15,6
Segment 3,21244,619.3299999999999,421,15,5
Segment 3,21245,456.38,310,11,4
Segment 3,21246,34.650000000000006,7,2,1
Segment 3,21248,18.849999999999998,13,2,2
Segment 3,21253,15.54,6,2,1
Segment 3,21257,39.64,4,4,3
Segment 3,21258,1518.78,126,22,5
Segment 3,21259,484.01,90,13,6
Segment 3,21260,351.0,108,12,3
Segment 3,21261,17.700000000000003,6,1,1
Segment 3,21262,2.95,1,1,1
Segment 3,21263,42.9,22,7,3
Segment 3,21264,7.8,4,2,1
Segment 3,21265,27.299999999999997,14,2,2
Segment 3,21269,8.5,1,1,1
Segment 3,21270,12.75,1,1,1
Segment 3,21272,32.94,30,3,2
Segment 3,21277,56.849999999999994,3,1,1
Segment 3,21284,85.9,158,4,4
Segment 3,21285,47.629999999999995,55,7,2
Segment 3,21286,51.839999999999996,72,2,2
Segment 3,21287,159.6,420,4,2
Segment 3,21288,2.95,1,1,1
Segment 3,21289,220.0,176,1,1
Segment 3,21292,245.76,384,1,1
Segment 3,21293,14.63,6,3,2
Segment 3,21306,7.539999999999999,26,3,2
Segment 3,21311,7.829999999999999,27,3,3
Segment 3,21313,501.19,760,15,5
Segment 3,21314,870.3600000000001,468,12,5
Segment 3,21316,25.28,32,1,1
Segment 3,21317,69.30000000000001,14,2,1
Segment 3,21318,88.92,228,6,5
Segment 3,21319,28.080000000000002,72,1,1
Segment 3,21320,37.92,48,1,1
Segment 3,21326,334.40000000000003,520,13,5
Segment 3,21327,56.099999999999994,34,17,3
Segment 3,21328,62.65,33,16,3
Segment 3,21329,67.6,36,19,4
Segment 3,21331,12.75,1,1,1
Segment 3,21336,2.95,1,1,1
Segment 3,21340,259.11,22,9,6
Segment 3,21351,120.60000000000001,20,3,1
Segment 3,21352,65.75,21,2,2
Segment 3,21354,125.2,104,7,3
Segment 3,21355,80.4,72,4,2
Segment 3,21356,68.14999999999999,68,12,2
Segment 3,21358,16.25,13,2,2
Segment 3,21359,154.20000000000002,36,3,2
Segment 3,21360,9.95,1,1,1
Segment 3,21361,114.75,9,6,2
Segment 3,21363,84.15,17,9,3
Segment 3,21364,6.75,1,1,1
Segment 3,21365,3.0,4,2,1
Segment 3,21366,4.25,1,1,1
Segment 3,21367,73.11,55,7,3
Segment 3,21368,43.8,52,3,2
Segment 3,21370,62.300000000000004,5,2,1
Segment 3,21371,5.25,7,2,1
Segment 3,21372,16.83,9,5,2
Segment 3,21374,96.25,71,3,2
Segment 3,21380,1468.5500000000002,493,59,5
Segment 3,21381,55.769999999999996,33,22,2
Segment 3,21382,63.35,61,9,3
Segment 3,21383,5.2,8,2,2
Segment 3,21385,32.019999999999996,34,8,4
Segment 3,21386,5.859999999999999,10,2,2
Segment 3,21389,52.699999999999996,62,7,3
Segment 3,21390,522.04,432,19,6
Segment 3,21391,20.25,27,3,1
Segment 3,21394,118.63,301,6,4
Segment 3,21395,93.6,240,4,2
Segment 3,21398,112.32,288,4,3
Segment 3,21399,56.16,144,3,2
Segment 3,21400,4.619999999999999,11,3,1
Segment 3,21402,9.48,74,3,3
Segment 3,21403,2.88,24,1,1
Segment 3,21407,4.25,1,1,1
Segment 3,21408,87.00999999999999,13,7,3
Segment 3,21411,143.91,43,9,4
Segment 3,21413,1.25,1,1,1
Segment 3,21415,12.600000000000001,6,1,1
Segment 3,21417,8.4,4,2,2
Segment 3,21418,2.55,1,1,1
Segment 3,21420,3.25,1,1,1
Segment 3,21421,152.64000000000001,144,1,1
Segment 3,21422,438.09999999999997,598,7,2
Segment 3,21424,250.7,98,4,2
Segment 3,21425,70.05,27,3,3
Segment 3,21426,179.70000000000002,97,3,2
Segment 3,21427,21.0,10,5,2
Segment 3,21428,715.25,189,17,4
Segment 3,21429,98.55,53,12,2
Segment 3,21430,2383.38,702,14,6
Segment 3,21439,135.0,108,20,3
Segment 3,21441,22.17,27,3,2
Segment 3,21442,37.68,48,3,2
Segment 3,21445,38.75,31,5,3
Segment 3,21446,133.75,107,16,5
Segment 3,21447,173.75,139,17,5
Segment 3,21448,3.3,2,2,1
Segment 3,21452,94.4,32,11,4
Segment 3,21456,22.5,18,2,1
Segment 3,21457,5.0,4,1,1
Segment 3,21458,8.75,7,2,2
Segment 3,21459,9.75,5,2,2
Segment 3,21460,1.95,1,1,1
Segment 3,21461,1.95,1,1,1
Segment 3,21462,108.0,16,6,3
Segment 3,21463,53.55,9,4,2
Segment 3,21464,26.75,7,2,2
Segment 3,21465,82.46000000000001,21,5,3
Segment 3,21466,78.59,17,7,4
Segment 3,21467,89.92,22,10,4
Segment 3,21468,41.17,9,4,3
Segment 3,21469,29.96,7,2,2
Segment 3,21470,112.38,27,15,3
Segment 3,21471,622.6500000000001,207,7,4
Segment 3,21472,45.0,12,2,1
Segment 3,21479,3378.29,941,33,8
Segment 3,21481,1163.61,419,20,9
Segment 3,21484,930.4200000000001,272,21,8
Segment 3,21485,2202.83,497,33,10
Segment 3,21486,7.5,2,1,1
Segment 3,21494,240.03,102,16,2
Segment 3,21495,220.5,525,21,5
Segment 3,21497,1079.5,2975,27,8
Segment 3,21498,747.5,1925,41,7
Segment 3,21499,636.5,1725,23,5
Segment 3,21500,524.5,1425,24,5
Segment 3,21504,152.64,384,17,7
Segment 3,21506,615.5999999999999,1656,23,8
Segment 3,21507,114.47999999999999,278,21,5
Segment 3,21508,145.99,377,17,7
Segment 3,21509,124.99,305,19,5
Segment 3,21518,5.04,12,1,1
Segment 3,21519,113.03999999999999,300,9,3
Segment 3,21523,2682.62,380,37,8
Segment 3,21524,869.97,113,17,6
Segment 3,21527,631.5,90,6,5
Segment 3,21528,34.75,5,4,3
Segment 3,21530,44.24,56,10,2
Segment 3,21531,902.85,425,14,6
Segment 3,21533,996.0,208,7,4
Segment 3,21535,1807.3500000000001,857,12,5
Segment 3,21537,128.5,34,2,2
Segment 3,21539,624.6,144,10,3
Segment 3,21544,145.45,205,7,4
Segment 3,21556,1333.2,592,5,3
Segment 3,21557,176.34000000000003,54,19,4
Segment 3,21558,460.34999999999997,207,26,6
Segment 3,21559,1091.09,475,45,8
Segment 3,21561,449.13,204,20,6
Segment 3,21562,170.85000000000002,161,4,3
Segment 3,21563,504.36,400,20,6
Segment 3,21564,530.91,409,30,6
Segment 3,21576,27.92,10,5,2
Segment 3,21577,18.0,8,3,2
Segment 3,21578,11.25,5,4,1
Segment 3,21579,18.0,8,3,2
Segment 3,21581,18.0,8,3,1
Segment 3,21584,18.15,11,5,1
Segment 3,21586,2.55,1,1,1
Segment 3,21588,20.4,8,4,1
Segment 3,21591,3.75,3,3,1
Segment 3,21592,425.49,583,9,2
Segment 3,21615,203.75,161,5,3
Segment 3,21616,45.0,24,5,3
Segment 3,21617,5.0,4,2,1
Segment 3,21618,58.75,35,3,3
Segment 3,21619,245.0,196,6,4
Segment 3,21620,17.5,14,2,2
Segment 3,21621,1791.13,228,13,6
Segment 3,21622,74.25,15,5,3
Segment 3,21623,109.44999999999999,11,8,2
Segment 3,21624,173.35,33,8,3
Segment 3,21625,187.24,26,5,4
Segment 3,21626,23.4,12,1,1
Segment 3,21627,29.9,2,2,2
Segment 3,21628,261.6,20,4,4
Segment 3,21629,196.70000000000002,26,12,4
Segment 3,21630,124.25,15,3,3
Segment 3,21631,238.8,56,4,3
Segment 3,21632,94.80000000000001,24,2,2
Segment 3,21633,226.05,55,4,3
Segment 3,21634,131.04000000000002,336,2,2
Segment 3,21635,183.75,145,2,2
Segment 3,21636,93.75,125,3,2
Segment 3,21638,107.10000000000001,51,4,2
Segment 3,21640,14.45,17,8,2
Segment 3,21641,67.69999999999999,194,5,3
Segment 3,21642,66.11999999999999,228,8,4
Segment 3,21643,226.76,196,4,2
Segment 3,21644,17.5,14,2,2
Segment 3,21647,4.2,2,1,1
Segment 3,21648,175.44,144,5,2
Segment 3,21650,66.38,330,6,3
Segment 3,21654,84.24000000000001,216,3,2
Segment 3,21657,13.9,2,1,1
Segment 3,21658,31.6,8,5,2
Segment 3,21662,5.95,1,1,1
Segment 3,21664,15.0,4,1,1
Segment 3,21666,3.9000000000000004,6,1,1
Segment 3,21667,29.9,2,1,1
Segment 3,21668,1447.3600000000001,1296,54,6
Segment 3,21669,1001.97,841,51,6
Segment 3,21670,517.53,441,36,5
Segment 3,21671,413.88,364,29,4
Segment 3,21672,754.15,643,59,4
Segment 3,21673,1023.5,874,45,6
Segment 3,21675,54.26,62,9,4
Segment 3,21676,44.849999999999994,39,12,3
Segment 3,21677,89.75,101,14,4
Segment 3,21678,5.1,6,1,1
Segment 3,21679,92.22,114,8,5
Segment 3,21680,15.299999999999999,18,2,2
Segment 3,21682,39.660000000000004,7,3,3
Segment 3,21683,41.300000000000004,14,2,2
Segment 3,21684,7.5600000000000005,7,6,3
Segment 3,21686,669.1,18,8,1
Segment 3,21688,35.400000000000006,12,1,1
Segment 3,21693,53.10000000000001,18,2,1
Segment 3,21698,19.57,49,3,3
Segment 3,21700,36.55,43,6,3
Segment 3,21703,891.67,2128,22,6
Segment 3,21704,558.75,717,16,6
Segment 3,21705,105.51,159,8,2
Segment 3,21706,114.88,23,4,2
Segment 3,21707,41.870000000000005,7,4,3
Segment 3,21708,34.0,8,2,1
Segment 3,21709,53.86,11,4,3
Segment 3,21710,65.91,14,4,3
Segment 3,21711,34.0,8,2,1
Segment 3,21713,65.10000000000001,31,6,2
Segment 3,21714,90.0,72,2,1
Segment 3,21715,196.35,77,10,4
Segment 3,21716,221.57,85,15,4
Segment 3,21717,76.5,30,3,2
Segment 3,21718,51.17,39,18,4
Segment 3,21719,1.7,2,2,1
Segment 3,21720,0.85,1,1,1
Segment 3,21721,23.799999999999997,28,3,2
Segment 3,21722,3.4,4,2,1
Segment 3,21723,39.099999999999994,46,7,2
Segment 3,21724,73.95,87,9,2
Segment 3,21725,32.3,38,8,2
Segment 3,21726,31.45,37,7,2
Segment 3,21730,323.79,69,10,4
Segment 3,21731,3540.06,2518,46,8
Segment 3,21733,2716.63,1033,56,11
Segment 3,21735,396.29999999999995,35,9,4
Segment 3,21738,2.95,1,1,1
Segment 3,21739,36.89,14,11,3
Segment 3,21742,29.75,5,3,1
Segment 3,21743,14.75,5,3,2
Segment 3,21744,133.94,30,9,2
Segment 3,21745,35.33,7,7,3
Segment 3,21746,146.16,124,9,5
Segment 3,21747,30.0,24,2,1
Segment 3,21749,2286.0000000000005,1230,14,4
Segment 3,21750,12.600000000000001,6,1,1
Segment 3,21754,1109.46,194,35,9
Segment 3,21755,958.16,165,36,9
Segment 3,21756,464.53000000000003,81,20,5
Segment 3,21761,29.95,1,1,1
Segment 3,21763,59.9,2,1,1
Segment 3,21770,159.21,32,19,6
Segment 3,21773,270.22,422,9,4
Segment 3,21774,304.13,481,9,3
Segment 3,21775,52.66,74,5,3
Segment 3,21781,134.54999999999998,9,5,3
Segment 3,21784,149.25,15,13,2
Segment 3,21785,1.7,2,2,1
Segment 3,21786,153.60999999999999,452,15,4
Segment 3,21787,4413.28,5584,33,6
Segment 3,21788,98.63000000000001,149,4,3
Segment 3,21789,21.48,30,5,3
Segment 3,21790,1606.82,2084,54,8
Segment 3,21791,1769.0400000000002,1558,28,7
Segment 3,21792,102.7,26,5,4
Segment 3,21793,251.04,60,12,4
Segment 3,21794,334.87,83,7,3
Segment 3,21802,2.52,6,1,1
Segment 3,21803,2.52,6,2,1
Segment 3,21804,101.7,30,3,2
Segment 3,21807,15.12,36,1,1
Segment 3,21809,53.98,65,10,4
Segment 3,21810,106.89,91,12,5
Segment 3,21811,288.33,633,16,5
Segment 3,21812,334.2,76,7,4
Segment 3,21813,306.0,72,3,1
Segment 3,21817,2.55,3,1,1
Segment 3,21818,96.18,228,9,4
Segment 3,21819,147.70000000000002,366,7,5
Segment 3,21820,157.34,45,6,4
Segment 3,21821,349.2,96,6,2
Segment 3,21822,27.35,19,6,2
Segment 3,21823,37.44,96,1,1
Segment 3,21824,18.72,48,1,1
Segment 3,21826,6.25,5,1,1
Segment 3,21827,5.0,4,1,1
Segment 3,21828,6.25,5,3,2
Segment 3,21829,58.739999999999995,271,7,4
Segment 3,21830,94.87,221,11,3
Segment 3,21832,92.32999999999998,49,13,4
Segment 3,21833,692.76,444,8,3
Segment 3,21843,3555.0499999999997,411,16,6
Segment 3,21844,1809.1,706,10,4
Segment 3,21845,142.20000000000002,180,4,2
Segment 3,21846,76.22,10,7,2
Segment 3,21849,18.189999999999998,3,3,2
Segment 3,21851,24.869999999999997,3,3,1
Segment 3,21864,79.44000000000001,39,8,4
Segment 3,21865,55.980000000000004,29,7,4
Segment 3,21866,141.71,114,18,6
Segment 3,21867,53.77,40,14,5
Segment 3,21868,57.31,23,10,2
Segment 3,21870,76.25,61,5,2
Segment 3,21871,2827.84,2643,20,8
Segment 3,21872,309.25,257,16,5
Segment 3,21873,271.61,325,14,6
Segment 3,21874,282.24,240,8,2
Segment 3,21875,1340.0100000000002,1245,12,4
Segment 3,21876,190.82,290,16,6
Segment 3,21877,2399.4300000000003,2175,26,7
Segment 3,21878,368.95,509,5,4
Segment 3,21879,62.53,317,6,6
Segment 3,21880,47.34,162,11,4
Segment 3,21881,108.12,520,8,4
Segment 3,21882,60.540000000000006,246,7,5
Segment 3,21883,28.300000000000004,76,5,3
Segment 3,21884,103.56,516,5,4
Segment 3,21888,667.6800000000001,180,20,5
Segment 3,21889,2049.7000000000003,1645,38,9
Segment 3,21890,71.01,15,9,2
Segment 3,21891,4087.86,3466,14,3
Segment 3,21892,190.22,97,25,4
Segment 3,21894,51.98,29,13,3
Segment 3,21896,12.600000000000001,6,6,2
Segment 3,21899,173.39000000000001,253,21,5
Segment 3,21900,185.5,246,15,4
Segment 3,21901,50.86,66,10,4
Segment 3,21902,53.1,80,10,4
Segment 3,21903,792.48,384,17,5
Segment 3,21904,2.1,1,1,1
Segment 3,21905,191.51000000000002,221,10,4
Segment 3,21906,357.75,53,7,2
Segment 3,21907,440.65000000000003,225,15,7
Segment 3,21908,1393.5600000000002,693,35,8
Segment 3,21910,19.799999999999997,12,1,1
Segment 3,21912,141.86,22,14,3
Segment 3,21913,14.92,2,2,1
Segment 3,21914,1146.28,827,44,5
Segment 3,21915,10317.08,9470,50,11
Segment 3,21916,303.34,785,35,5
Segment 3,21917,273.71999999999997,687,27,6
Segment 3,21918,406.65999999999997,1031,20,6
Segment 3,21922,715.14,98,11,7
Segment 3,21925,55.0,44,26,2
Segment 3,21926,73.75,59,20,2
Segment 3,21927,250.0,200,50,2
Segment 3,21928,6782.48,3932,61,12
Segment 3,21929,5408.01,3133,61,12
Segment 3,21930,1850.06,1058,51,7
Segment 3,21931,5814.34,3343,70,9
Segment 3,21932,791.46,447,24,8
Segment 3,21933,677.26,392,22,7
Segment 3,21934,376.95,243,41,5
Segment 3,21935,241.26999999999998,149,55,4
Segment 3,21936,3006.91,1153,39,9
Segment 3,21937,571.3,214,12,6
Segment 3,21942,32.3,38,3,2
Segment 3,21944,31.769999999999996,39,3,2
Segment 3,21945,30.599999999999998,36,2,1
Segment 3,21947,135.53,91,19,6
Segment 3,21948,239.32,175,14,4
Segment 3,21949,43.59,31,8,3
Segment 3,21955,592.56,84,13,5
Segment 3,21967,92.65999999999998,284,19,6
Segment 3,21972,18.849999999999998,13,2,2
Segment 3,21973,2.9,2,1,1
Segment 3,21974,107.55999999999999,61,11,3
Segment 3,21975,362.58,744,66,8
Segment 3,21976,124.53,227,37,6
Segment 3,21977,3911.75,8763,52,11
Segment 3,21980,531.42,1862,28,10
Segment 3,21981,113.69999999999999,354,23,5
Segment 3,21982,393.84,1268,42,8
Segment 3,21983,82.17999999999999,248,16,5
Segment 3,21984,221.01999999999998,780,25,7
Segment 3,21985,210.26999999999998,591,35,9
Segment 3,21986,56.769999999999996,163,15,7
Segment 3,21987,173.63000000000002,307,13,6
Segment 3,21988,344.36,500,14,6
Segment 3,21989,338.23,451,27,6
Segment 3,21990,302.0,138,28,3
Segment 3,21991,110.98,52,13,3
Segment 3,21992,171.19,75,14,2
Segment 3,21993,292.5,131,20,3
Segment 3,22021,44.54999999999999,27,4,3
Segment 3,22023,12.57,27,4,3
Segment 3,22024,85.45,203,14,5
Segment 3,22025,5.04,12,1,1
Segment 3,22026,91.44,228,14,4
Segment 3,22027,91.43,205,19,6
Segment 3,22028,106.21,251,13,5
Segment 3,22029,391.34,1018,33,8
Segment 3,22030,777.03,2097,22,8
Segment 3,22031,12.45,15,4,1
Segment 3,22032,10.08,24,2,1
Segment 3,22035,103.89999999999999,266,11,6
Segment 3,22037,88.06,218,13,5
Segment 3,22038,21.0,50,2,2
Segment 3,22039,10.5,25,1,1
Segment 3,22040,31.5,75,3,2
Segment 3,22041,778.9200000000001,328,51,5
Segment 3,22045,384.0,1000,17,9
Segment 3,22046,84.0,200,7,3
Segment 3,22047,73.5,175,6,4
Segment 3,22048,78.5,225,2,2
Segment 3,22049,57.25,150,3,1
Segment 3,22050,21.0,50,2,2
Segment 3,22051,10.5,25,1,1
Segment 3,22052,21.0,50,2,1
Segment 3,22053,1.25,1,1,1
Segment 3,22055,148.81,101,8,4
Segment 3,22057,101.25,81,2,1
Segment 3,22059,257.88,204,4,3
Segment 3,22060,138.40000000000003,32,3,3
Segment 3,22061,690.25,99,13,7
Segment 3,22062,144.42,174,5,3
Segment 3,22063,288.23,161,9,4
Segment 3,22064,256.5,274,15,4
Segment 3,22065,557.58,1218,12,7
Segment 3,22066,99.52,218,9,4
Segment 3,22067,1.65,1,1,1
Segment 3,22068,18.15,11,4,2
Segment 3,22069,39.599999999999994,24,6,2
Segment 3,22070,482.44,413,12,4
Segment 3,22071,309.75,391,5,2
Segment 3,22072,33.75,9,2,2
Segment 3,22073,94.92,28,1,1
Segment 3,22074,159.47,219,18,6
Segment 3,22075,672.2,508,17,4
Segment 3,22076,69.15,55,13,2
Segment 3,22077,1553.6899999999998,899,41,8
Segment 3,22078,58.8,28,4,4
Segment 3,22079,184.64,96,11,4
Segment 3,22080,102.3,62,3,2
Segment 3,22081,42.82,18,6,2
Segment 3,22082,243.98000000000002,126,17,5
Segment 3,22083,2202.06,830,39,10
Segment 3,22084,1605.8,604,22,6
Segment 3,22085,115.05000000000001,39,6,4
Segment 3,22086,8700.58,3202,60,12
Segment 3,22087,1976.7,746,39,7
Segment 3,22088,1542.05,579,34,8
Segment 3,22089,791.5,290,22,7
Segment 3,22090,6510.09,2515,82,10
Segment 3,22091,29.33,49,10,4
Segment 3,22092,21.83,51,9,3
Segment 3,22093,38.37,85,7,3
Segment 3,22094,57.67,122,11,5
Segment 3,22095,69.56,164,13,3
Segment 3,22096,107.49000000000001,265,8,6
Segment 3,22097,122.23000000000002,309,11,2
Segment 3,22098,195.85000000000002,450,13,5
Segment 3,22099,56.79,45,6,3
Segment 3,22100,72.23,183,5,2
Segment 3,22101,137.40000000000003,74,3,2
Segment 3,22103,210.45,145,3,1
Segment 3,22104,53.370000000000005,105,6,3
Segment 3,22106,47.6,8,2,1
Segment 3,22107,239.98000000000002,69,14,2
Segment 3,22108,107.78,34,13,2
Segment 3,22109,252.03,45,13,4
Segment 3,22110,89.06,33,9,4
Segment 3,22111,1856.1000000000001,428,20,7
Segment 3,22112,2356.34,544,38,9
Segment 3,22113,565.6,145,20,8
Segment 3,22114,712.82,186,17,7
Segment 3,22115,262.6,252,10,7
Segment 3,22116,86.62,94,11,4
Segment 3,22117,36.5,38,3,2
Segment 3,22118,21.53,3,3,3
Segment 3,22119,56.06,6,5,2
Segment 3,22120,193.0,21,7,3
Segment 3,22121,147.89000000000001,23,10,5
Segment 3,22123,63.54,16,8,2
Segment 3,22124,63.95,25,11,2
Segment 3,22127,142.2,132,2,2
Segment 3,22128,40.44,36,2,2
Segment 3,22129,47.160000000000004,44,5,3
Segment 3,22130,40.8,48,3,1
Segment 3,22131,104.62,38,16,4
Segment 3,22132,73.67,83,17,5
Segment 3,22133,42.36,48,10,5
Segment 3,22134,129.6,338,26,4
Segment 3,22135,27.599999999999998,54,24,4
Segment 3,22136,62.699999999999996,38,10,4
Segment 3,22137,78.9,30,4,2
Segment 3,22138,1399.3,250,22,5
Segment 3,22139,1934.53,337,51,8
Segment 3,22141,436.88000000000005,201,21,3
Segment 3,22142,106.79,47,16,4
Segment 3,22144,450.6,168,22,4
Segment 3,22147,2866.25,2273,20,5
Segment 3,22148,465.9,282,4,3
Segment 3,22149,4126.6900000000005,2213,19,7
Segment 3,22150,476.3,270,25,5
Segment 3,22151,375.03,867,25,7
Segment 3,22152,206.81,478,14,4
Segment 3,22153,24.84,66,7,3
Segment 3,22154,8.4,20,6,2
Segment 3,22155,7.14,17,3,2
Segment 3,22156,99.94,124,12,5
Segment 3,22158,69.86,22,7,3
Segment 3,22161,189.96,984,14,5
Segment 3,22162,23.6,8,4,1
Segment 3,22163,18.96,24,1,1
Segment 3,22165,94.80000000000001,24,1,1
Segment 3,22167,104.75000000000001,25,2,2
Segment 3,22168,17.0,2,1,1
Segment 3,22169,1380.99,173,28,7
Segment 3,22170,1442.67,235,29,6
Segment 3,22171,873.8000000000001,112,21,7
Segment 3,22173,415.8,146,32,6
Segment 3,22174,2002.34,1418,42,7
Segment 3,22175,76.7,26,14,3
Segment 3,22176,35.400000000000006,12,8,2
Segment 3,22178,3697.84,3288,40,6
Segment 3,22179,663.39,103,33,6
Segment 3,22180,29.849999999999998,3,3,1
Segment 3,22181,5.1,6,3,1
Segment 3,22182,39.6,8,2,1
Segment 3,22183,60.75,9,3,2
Segment 3,22184,17.0,2,1,1
Segment 3,22185,101.24,58,13,5
Segment 3,22186,211.79,81,9,5
Segment 3,22187,314.67,133,11,4
Segment 3,22188,190.76000000000002,54,8,4
Segment 3,22189,789.0200000000001,214,22,6
Segment 3,22190,61.17,26,11,2
Segment 3,22191,3901.5,508,16,7
Segment 3,22192,205.33,25,7,5
Segment 3,22193,400.09000000000003,47,12,5
Segment 3,22195,223.97,93,25,5
Segment 3,22196,180.23,179,30,6
Segment 3,22197,15300.83,20987,95,12
Segment 3,22198,164.8,112,3,3
Segment 3,22199,59.75,31,5,4
Segment 3,22200,89.03999999999999,20,8,4
Segment 3,22201,21.25,5,2,2
Segment 3,22202,3.75,1,1,1
Segment 3,22203,93.63,38,8,5
Segment 3,22204,31.25,9,3,2
Segment 3,22207,2139.61,557,31,6
Segment 3,22208,60.44,59,16,4
Segment 3,22209,69.67999999999999,81,9,4
Segment 3,22210,72.94999999999999,80,10,4
Segment 3,22211,34.81,38,8,4
Segment 3,22212,194.67000000000002,98,38,5
Segment 3,22214,5.89,3,3,1
Segment 3,22215,25.5,3,3,2
Segment 3,22216,21.39,27,3,3
Segment 3,22217,2.5,2,1,1
Segment 3,22219,202.78,256,35,7
Segment 3,22220,79.6,8,5,2
Segment 3,22221,69.64999999999999,7,4,2
Segment 3,22222,311.40000000000003,92,34,4
