StockCode,Description,TotalQuantity,TransactionCount,UniqueCustomers,TotalRevenue,AverageUnitPrice
84509C,SET OF 4 POLKADOT PLACEMATS,77,23,20,269.55,3.715217391304348
84509E,SET OF 4 CAROUSEL PLACEMATS,70,8,7,101.06,2.385
84509G,SET OF 4 FAIRY CAKE PLACEMATS,491,46,42,856.25,2.717391304347826
84510A,SET OF 4 ENGLISH ROSE COASTERS,1057,145,100,1288.09,1.272108843537415
84510C,SET OF 4 POLKADOT COASTERS,96,32,25,122.42,1.325625
84510E,SET OF 4 GREEN CAROUSEL COASTERS,25,9,9,26.05,1.018888888888889
84519A,TOMATO CHARLIE+LOLA COASTER SET,477,61,45,739.1899999999999,1.4506557377049178
84519B,CARROT CHARLIE+LOLA COASTER SET,425,91,63,545.99,1.336304347826087
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,481,54,51,388.69,0.8461818181818181
84522,PINK PARTY SUNGLASSES,12,6,6,23.4,1.95
84527,FLAMES SUNGLASSES PINK LENSES,47,6,6,84.44999999999999,1.9000000000000001
84531A,PINK KNITTED EGG COSY,140,25,24,71.75999999999999,0.6900000000000001
84531B,BLUE KNITTED EGG COSY,149,25,24,81.50999999999999,0.7020000000000001
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,46,5,5,39.1,0.85
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,398,20,19,185.1,0.6385
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1193,111,80,701.24,0.6617857142857143
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2697,222,140,1133.56,0.4236283185840708
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1636,101,74,635.18,0.43009803921568623
84539,KNITTED RABBIT DOLL,16,1,1,26.4,1.65
84548,CROCHET BEAR RED/BLUE  KEYRING,15,3,3,24.75,1.65
84549,CROCHET WHITE RABBIT KEYRING,31,3,3,46.349999999999994,1.5833333333333333
84550,CROCHET LILAC/RED BEAR KEYRING,1,1,1,1.65,1.65
84551,CROCHET DOG KEYRING,1,1,1,1.65,1.65
84558A,3D DOG PICTURE PLAYING CARDS,290,60,49,855.5000000000001,2.95
84559A,3D SHEET OF DOG STICKERS,272,42,34,231.98,0.8685714285714285
84559B,3D SHEET OF CAT STICKERS,212,44,37,180.2,0.85
84562A,PINK/WHITE RIBBED MELAMINE JUG,2,2,2,15.9,7.95
84563A,PINK & WHITE BREAKFAST TRAY,59,14,11,198.05,4.021428571428571
84563B,BLUE & WHITE BREAKFAST TRAY,69,21,18,209.55,3.2357142857142858
84568,GIRLS ALPHABET IRON ON PATCHES,11040,23,18,2088.0,0.20304347826086958
84569A,PACK 3 IRON ON DOG PATCHES,191,26,26,239.96,1.2965384615384616
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,75,11,11,93.75,1.25
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,1,1,1.25,1.25
84569D,PACK 6 HEART/ICE-CREAM PATCHES,268,34,32,337.42,1.2855882352941177
84575A,PINK DOG CANNISTER,13,5,4,33.35,4.35
84576,BLUE CAT BISCUIT BARREL PINK HEART,57,9,8,111.14999999999999,1.9500000000000002
84580,MOUSE TOY WITH PINK T-SHIRT,334,120,91,1256.3,3.765573770491803
84581,DOG TOY WITH PINK CROCHET SKIRT,164,70,60,615.76,3.7608571428571427
84584,PINK GINGHAM CAT WITH SCARF,83,18,18,211.64999999999998,2.55
84592,CROCHET ROSE PURSE WITH SUEDE BACK,70,17,15,206.50000000000003,2.95
84593,CROCHET ROSE DES CLOTHES HANGER,5,1,1,14.750000000000002,2.95
84595E,LARGE TORTILLA DESIGN RED BOWL,64,9,8,109.79999999999998,2.1166666666666667
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4420,362,189,2033.47,0.48341463414634145
84596E,SMALL LICORICE DES PINK BOWL,391,35,33,252.63,0.7702857142857144
84596F,SMALL MARSHMALLOWS PINK BOWL,3269,289,166,1546.53,0.4971140939597315
84596G,SMALL CHOCOLATES PINK BOWL,1660,158,84,774.18,0.4859375
84596J,MIXED NUTS LIGHT GREEN BOWL,469,27,21,205.28,0.5122222222222222
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1038,79,49,440.94,0.48303797468354426
84597B,RETRO BROWN BALL ASHTRAY,41,5,3,51.25,1.25
84597C,RETRO PINK BALL ASHTRAY,46,13,11,57.5,1.25
84598,BOYS ALPHABET IRON ON PATCHES,960,6,5,201.6,0.21
84600,NEW BAROQUE JEWELLERY BOX,47,21,17,359.65000000000003,7.854761904761905
84609,TALL ROCOCO CANDLE HOLDER,88,18,16,703.0,8.36111111111111
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6,3,3,27.900000000000002,4.65
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,1,1,4.65,4.65
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,1,1,11.9,5.95
84616,SILVER ROCCOCO CHANDELIER,8,8,6,239.6,29.95
84617,NEW BAROQUE BLACK BOXES,3,3,3,38.25,12.75
84620,BLUE GINGHAM ROSE CUSHION COVER,2,1,1,11.9,5.95
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,435,33,24,447.45,1.4863636363636366
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,390,33,20,436.5,1.4227272727272728
84629,WHITE 3 FRAME BIRDS AND TREE,19,11,10,145.05,9.586363636363636
84631,FRUIT TREE AND BIRDS WALL PLAQUE,13,11,7,103.35000000000001,7.95
84632,DECORATIVE HANGING SHELVING UNIT,5,6,5,299.75,59.95000000000001
84637,KITCHEN FLOWER POTS WALL PLAQUE,29,13,11,172.55,5.950000000000001
84638,SMALL KITCHEN FLOWER POTS PLAQUE,19,12,11,132.05,6.95
84658,WHITE STITCHED CUSHION COVER,44,16,14,308.48,7.028823529411765
84659A,WHITE TRAVEL ALARM CLOCK,133,23,19,311.76,2.4730434782608692
84660A,WHITE STITCHED WALL CLOCK,835,38,30,757.36,1.4155263157894737
84660B,BLACK STITCHED WALL CLOCK,695,29,20,684.65,1.3410344827586207
84660C,PINK STITCHED WALL CLOCK,639,27,20,590.57,1.0018518518518518
84661A,WHITE SQUARE TABLE CLOCK,94,11,10,132.99,2.129090909090909
84661B,BLACK SQUARE TABLE CLOCK,95,12,10,225.48999999999998,2.5658333333333334
84661C,PINK SQUARE TABLE CLOCK,62,5,5,70.10000000000001,1.494
84663A,GRASS HOPPER WOODEN WALL CLOCK,255,28,21,314.93,2.162857142857143
84665,SQUARE CHERRY BLOSSOM CABINET,85,20,14,505.75,5.95
84666,SQUARE CHERRY BLOSSOM CABINET,24,4,4,94.80000000000001,3.95
84673A,PINK FLY SWAT,63,25,21,40.95,0.6500000000000001
84673B,BLUE FLY SWAT,135,42,31,114.21000000000001,0.86
84674,FLYING PIG WATERING CAN,182,41,31,414.50000000000006,2.8285714285714287
84675,FROG KING WATERING CAN,9,2,2,26.55,2.95
84678,CLASSICAL ROSE SMALL VASE,135,12,11,222.04999999999998,2.1166666666666667
84679,CLASSICAL ROSE TABLE LAMP,6,2,2,55.7,11.95
84683,CLASSICAL ROSE CANDLESTAND,187,7,6,147.35000000000002,0.9928571428571429
84685,BEACH HUT KEY CABINET,20,10,6,75.0,3.75
84686,BEACH HUT MIRROR,49,8,7,66.39,2.9525
84687,BEACH HUT SHELF W 3 DRAWERS,66,23,16,352.7,5.732608695652174
84688,BEACH HUT DESIGN BLACKBOARD,21,10,7,89.25,4.25
84689,S/2 BEACH HUT TREASURE CHESTS,3,2,2,9.95,3.975
84691,PACK 20 DOLLY PEGS,242,4,2,174.5,0.7525
84692,BOX OF 24 COCKTAIL PARASOLS,6797,366,209,2806.05,0.4309139784946236
84705C,PINK FLOCK PHOTO FRAME,12,1,1,15.0,1.25
84706D,CHERRY BLOSSOM TABLE CLOCK,6,3,3,25.7,4.283333333333333
84706F,RED PEONY TABLE CLOCK,16,10,9,47.2,2.95
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,66,25,21,440.73999999999995,9.5512
84707B,PINK JEWELLED MIRROR TRINKET TRAY,29,13,13,178.56,8.873846153846154
84708B,PINK JEWELLED PHOTO FRAME,53,14,13,256.75,4.8500000000000005
84709B,PINK OVAL JEWELLED MIRROR,20,11,11,119.0,5.95
84711A,SILVER OVAL SHAPE TRINKET BOX,14,7,7,139.29999999999998,9.95
84711B,PINK OVAL SHAPE TRINKET BOX,15,8,7,149.25,9.95
84712B,PINK JEWELLED PHOTO FRAME,19,11,9,147.87,7.805454545454546
84715,SET OF 6 ICE CREAM SKITTLES,16,3,3,47.2,2.9500000000000006
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,6,5,97.95,3.9499999999999997
84725,FREESTYLE CANVAS ART PICTURE,41,18,16,39.65,1.2444444444444445
84731,3 BIRDS CANVAS SCREEN,2,2,2,2.04,1.02
84732B,CUTE BIRD CEATURE SCREEN,22,2,2,8.58,0.39
84732D,CUTE RABBIT CEATURE SCREEN,11,2,2,4.29,0.39
84741C,CITRUS GARLAND FELT FLOWERS,60,14,14,117.0,1.95
84743C,ORANGE FELT VASE + FLOWERS,1,1,1,1.25,1.25
84744,S/6 SEW ON CROCHET FLOWERS,108,18,17,135.0,1.25
84745A,PINK HANGING GINGHAM EASTER HEN,32,5,5,13.44,0.42000000000000004
84745B,BLUE HANGING GINGHAM EASTER HEN,32,5,5,13.44,0.42000000000000004
84746,PINK EASTER HENS+FLOWER,3,1,1,11.25,3.75
84748,FOLK FELT HANGING MULTICOL GARLAND,24,8,7,90.0,3.75
84750A,PINK SMALL GLASS CAKE STAND,-3,3,2,-5.85,1.95
84750B,BLACK SMALL GLASS CAKE STAND,60,13,12,54.6,1.1099999999999999
84751B,BLACK MEDIUM GLASS CAKE STAND,16,9,8,36.32,1.7766666666666666
84754,S/15 SILVER GLASS BAUBLES IN BAG,358,37,35,433.82000000000005,1.235
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,15498,540,318,9524.26,0.6484103512014788
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,8,8,62.349999999999994,1.45
84763,ZINC FINISH 15CM PLANTER POTS,573,49,39,679.01,1.2422448979591836
84766,SILVER ROCOCO CANDLE STICK,131,17,11,303.45,3.361764705882353
84773,RED ROSE AND LACE C/COVER,3,1,1,8.850000000000001,2.95
84789,ENCHANTED BIRD PLANT CAGE,180,43,33,595.8000000000001,3.6383720930232557
84792,ENCHANTED BIRD COATHANGER 5 HOOK,745,194,126,3355.8500000000004,4.6615816326530615
84795B,SUNSET CHECK HAMMOCK,167,40,33,1249.65,7.8
84795C,OCEAN STRIPE HAMMOCK,2,1,1,15.9,7.95
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,14,10,10,178.5,12.75
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,69,17,16,793.3499999999999,12.43235294117647
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,2,4,4,5.099999999999998,2.55
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,2,2,17.849999999999998,2.55
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,160,11,9,120.32,0.9481818181818181
84800L,LARGE WHITE/PINK ROSE ART FLOWER,336,23,20,598.8000000000001,1.9143478260869566
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,124,12,12,169.24,1.55
84800S,SMALL WHITE/PINK ROSE ART FLOWER,105,10,9,117.57000000000001,1.2120000000000002
84801A,PINK HYDRANGEA ART FLOWER,46,5,5,96.60000000000001,2.1
84801B,WHITE HYDRANGEA ART FLOWER,22,3,3,46.2,2.1
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,1,1,3.38,1.69
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,1,1,6.76,1.69
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,15,3,3,25.35,1.6900000000000002
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,8,8,180.58,2.68
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,6,6,188.37000000000003,2.23
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,30,3,3,52.5,2.0833333333333335
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,3,3,52.5,2.0833333333333335
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,11,11,96.88999999999999,1.0645454545454545
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,296,19,18,394.15999999999997,1.3836842105263158
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,5,5,79.80000000000001,2.1
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,1,1,37.800000000000004,2.1
84813,SET OF 4 DIAMOND NAPKIN RINGS,144,23,20,1143.02,9.124347826086957
84816,DANISH ROSE BEDSIDE CABINET,7,15,10,279.65000000000003,39.95
84817,DANISH ROSE DECORATIVE PLATE,914,61,49,632.94,1.499516129032258
84818,DANISH ROSE PHOTO FRAME,1328,106,79,1359.36,1.36188679245283
84819,DANISH ROSE ROUND SEWING BOX,807,64,57,934.79,2.283125
84820,DANISH ROSE TRINKET TRAYS,255,32,31,459.25,3.9425
84821,DANISH ROSE DELUXE COASTER,923,41,35,396.95,0.62
84823,DANISH ROSE FOLDING CHAIR,112,25,25,890.4000000000001,7.95
84824,DANISH ROSE UMBRELLA STAND,2,2,2,31.9,15.95
84826,ASSTD DESIGN 3D PAPER STICKERS,13639,32,30,335.83,0.5414705882352941
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,14,12,153.09,0.465
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,119,15,15,148.75,1.25
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,807,97,74,1008.66,1.3194949494949495
84832,ZINC WILLIE WINKIE  CANDLE STICK,2594,189,137,2165.9,0.8723437500000001
84836,ZINC METAL HEART DECORATION,5715,478,311,7056.18,1.2554918032786884
84839,SWEETHEART KEY CABINET,-1,1,1,-5.55,5.55
84840,SWEETHEART CARRY-ALL BASKET,1,4,4,8.5,8.5
84842,HELLO SAILOR BATHROOM SET,14,9,8,52.5,3.75
84843,WHITE SOAP RACK WITH 2 BOTTLES,160,42,36,858.4000000000001,5.859302325581396
84846A,SCENTED CANDLE IN DIGITALIS TIN,52,10,9,109.20000000000002,2.1
84847,FLORAL BATHROOM SET,20,11,9,75.0,3.75
84849A,HELLO SAILOR BLUE SOAP HOLDER,139,32,26,234.91000000000003,1.69
84849B,FAIRY SOAP SOAP HOLDER,231,58,42,390.39,1.69
84849D,HOT BATHS SOAP HOLDER,457,104,66,772.33,1.69
84854,GIRLY PINK TOOL SET,5,1,1,24.75,4.95
84856S,SMALL TAHITI BEACH BAG,-1,1,1,-3.81,3.81
84857B,BLUE MONTE CARLO HANDBAG,22,2,2,42.9,1.95
84857C,PINK MONTE CARLO HANDBAG,94,9,8,196.39999999999998,2.677777777777778
84858C,PINK RIVIERA HANDBAG,185,5,4,250.05,4.07
84859A,SILVER DISCO HANDBAG,123,30,24,248.20999999999998,2.2196774193548388
84859B,BLUE DISCO HANDBAG,30,10,10,60.68,2.168
84859C,PINK DISCO HANDBAG,83,21,17,176.39,2.348095238095238
84865,NEW BAROQUE BLACK PHOTO ALBUM,24,11,8,109.65,5.9772727272727275
84870B,BLUE GEISHA GIRL,20,10,9,75.0,3.75
84870C,GREEN GEISHA GIRL,20,10,10,75.0,3.75
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,3,3,50.849999999999994,16.95
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,2,2,33.9,16.95
84874B,BLUE TRAVEL FIRST AID KIT,34,7,7,56.1,1.65
84875B,GREEN SQUARE COMPACT MIRROR,125,15,14,168.75,1.5833333333333333
84875D,BLUE SQUARE COMPACT MIRROR,51,8,8,63.75,1.25
84876B,GREEN HEART COMPACT MIRROR,201,20,17,251.25,1.25
84876D,BLUE HEART COMPACT MIRROR,124,12,12,187.5,2.2916666666666665
84877A,PINK ROUND COMPACT MIRROR,12,1,1,15.0,1.25
84877B,GREEN ROUND COMPACT MIRROR,126,9,8,157.5,1.25
84877D,BLUE ROUND COMPACT MIRROR,87,11,11,121.25,1.7045454545454546
84879,ASSORTED COLOUR BIRD ORNAMENT,35215,1385,679,56331.909999999996,1.6807758007117437
84880,WHITE WIRE EGG HOLDER,292,67,51,1826.0500000000002,7.038235294117648
84881,BLUE WIRE SPIRAL CANDLE HOLDER,10,6,5,63.5,6.349999999999999
84882,GREEN WIRE STANDING CANDLE HOLDER,34,15,12,127.5,3.75
84884A,ANT WHITE WIRE HEART SPIRAL,285,65,52,1072.71,4.026923076923077
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,18,15,94.50000000000001,2.1
84905,PINK BUTTERFLY CUSHION COVER,12,2,2,59.400000000000006,4.95
84906,PINK B'FLY C/COVER W BOBBLES,11,6,6,65.45,5.95
84906,PINK BUTTERFLY CUSHION COVER,16,5,3,31.2,1.95
84907,PINK YELLOW PATCH CUSHION COVER,5,3,3,38.25,7.650000000000001
84910A,PINK PAISLEY CUSHION COVER,10,6,6,59.5,5.95
84912A,PINK ROSE WASHBAG,103,38,25,386.25,3.75
84912B,GREEN ROSE WASHBAG,148,46,32,555.0,3.75
84913A,SOFT PINK ROSE TOWEL,37,10,10,172.05,4.65
84913B,MINT GREEN ROSE TOWEL,70,20,19,325.5,4.65
84915,HAND TOWEL PINK FLOWER AND DAISY,199,11,8,281.95,2.89
84916,HAND TOWEL PALE BLUE W FLOWERS,212,18,17,407.4,3.8055555555555554
84917,WHITE HAND TOWEL WITH BUTTERFLY,170,14,13,400.5,3.2642857142857147
84919,BLUE CUSHION COVER WITH FLOWER,29,9,9,201.55,6.95
84920,PINK FLOWER FABRIC PONY,71,26,22,266.25,3.75
84921,CREAM AND PINK FLOWERS PONY,11,5,5,41.25,3.75
84922,PINK BUTTERFLY WASHBAG,8,5,5,34.0,4.25
84924A,WAKE UP COCKEREL CALENDAR SIGN,72,24,21,281.13,4.059166666666667
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,3,3,7.9,0.79
84925D,LA PALMIERA WALL THERMOMETER,15,10,8,38.25,2.55
84925F,PSYCHEDELIC WALL THERMOMETER,79,14,14,109.92999999999999,1.9214285714285713
84926A,WAKE UP COCKEREL TILE COASTER,597,31,24,198.08999999999997,0.47580645161290325
84926D,LA PALMIERA TILE COASTER,705,31,25,266.64,0.6515624999999999
84926E,FLOWERS TILE COASTER,966,37,32,322.88,0.44054054054054054
84926F,PSYCHEDELIC TILE COASTER,399,24,19,171.04,0.8833333333333333
84927A,WAKE UP COCKEREL TILE HOOK,45,15,12,53.46,1.4160000000000001
84927D,LA PALMIERA TILE HOOK,42,12,9,35.190000000000005,0.96
84927E,FLOWERS TILE HOOK,55,12,10,67.62,1.573846153846154
84927F,PSYCHEDELIC TILE HOOK,290,41,36,164.4,0.7876744186046513
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2225,65,58,535.07,0.2841538461538462
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,82,22,20,209.1,2.55
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,128,26,21,326.4,2.55
84944,SET OF 6 KASHMIR FOLKART BAUBLES,505,73,62,919.05,2.141891891891892
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10165,324,209,8172.55,0.8536474164133737
84946,ANTIQUE SILVER T-LIGHT GLASS,12633,557,349,14827.210000000001,1.2410357142857142
84946,ANTIQUE SILVER TEA GLASS ETCHED,3468,147,119,3993.0,1.223221476510067
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8187,288,178,9233.550000000001,1.2451877133105802
84949,SILVER HANGING T-LIGHT HOLDER,4390,285,166,6761.099999999999,1.6297909407665505
84950,ASSORTED COLOUR T-LIGHT HOLDER,3339,91,67,1977.0700000000002,0.6741304347826087
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,338,34,26,295.31,0.9970588235294118
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,334,31,24,318.44,1.0784375
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,38,6,6,146.21,4.368333333333333
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,142,14,10,236.21,3.3007142857142857
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,140,9,7,225.0,3.0
84963A,PINK PAINTED KASHMIRI CHAIR,4,1,1,171.8,42.95
84963B,BLUE PAINTED KASHMIRI CHAIR,3,1,1,149.85000000000002,49.95
84968A,SET OF 16 VINTAGE ROSE CUTLERY,137,51,32,1660.35,12.680769230769231
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,2,2,25.5,12.75
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,90,50,37,1147.5,12.75
84968D,SET OF 16 VINTAGE RED CUTLERY,61,32,27,802.17,13.513125
84968E,SET OF 16 VINTAGE BLACK CUTLERY,87,22,15,1035.06,13.141363636363637
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,78,30,25,951.3,12.69
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,293,75,48,1259.49,4.3988
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5687,337,234,5652.129999999999,1.027248520710059
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8419,418,271,6788.29,0.8680143540669856
84971S,SMALL HEART FLOWERS HOOK,1653,115,69,1364.6499999999999,0.8574137931034482
84974,S/2 ZINC HEART DESIGN PLANTERS,39,28,26,388.04999999999995,9.95
84975,HEART SHAPED MIRROR,5,2,2,8.45,1.69
84976,RECTANGULAR SHAPED MIRROR,488,31,27,409.62,0.9867741935483871
84978,HANGING HEART JAR T-LIGHT HOLDER,10786,602,304,12444.380000000001,1.226161449752883
84984A,GREEN PEONY CUSHION COVER,19,6,4,88.35000000000001,4.65
84984B,RED PEONY CUSHION COVER,17,5,4,79.05000000000001,4.65
84984D,ORIENTAL RED CUSHION COVER,13,4,3,60.45,4.65
84985A,SET OF 72 GREEN PAPER DOILIES,36,19,15,52.199999999999996,1.45
84987,SET OF 36 TEATIME PAPER DOILIES,2911,243,203,4054.0299999999997,1.4632098765432098
84988,SET OF 72 PINK HEART PAPER DOILIES,3940,309,209,5546.379999999999,1.4691935483870968
84989A,75 GREEN FAIRY CAKE CASES,27,17,16,14.850000000000001,0.55
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,2,2,1.1,0.55
84991,60 TEATIME FAIRY CAKE CASES,17514,664,415,8522.12,0.5481885125184095
84992,72 SWEETHEART FAIRY CAKE CASES,12899,505,325,6190.21,0.5558188824662814
84993A,75 GREEN PETIT FOUR CASES,305,33,30,128.1,0.42
84993B,75 BLACK PETIT FOUR CASES,57,17,16,23.94,0.42
84997A,CHILDRENS CUTLERY POLKADOT GREEN,1675,169,115,6549.110000000001,4.183727810650888
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,837,68,55,3019.23,3.816470588235294
84997B,CHILDRENS CUTLERY RETROSPOT RED,2486,230,158,9581.18,4.148111587982833
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1515,99,80,5450.13,3.7932
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1170,97,80,4213.34,3.8011340206185564
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2517,213,151,9804.35,4.118075117370893
84997D,CHILDRENS CUTLERY POLKADOT PINK,3524,324,209,13773.300000000001,4.171284403669724
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1367,103,83,4916.650000000001,3.8028155339805827
85006,SET 4 NURSERY DES ROUND BOXES,55,9,9,57.25,1.55
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,7,7,55.95,4.457142857142857
85014A,BLACK/BLUE POLKADOT UMBRELLA,1126,257,184,6326.290000000001,6.096186770428016
85014B,RED RETROSPOT UMBRELLA,1839,305,211,10205.820000000002,6.092918032786886
85015,SET OF 12  VINTAGE POSTCARD SET,2128,113,103,1590.1200000000001,1.0183185840707965
85016,SET OF 6 VINTAGE NOTELETS KIT,522,25,22,459.0,1.7139999999999997
85017A,ENVELOPE 50 ROMANTIC IMAGES,6,2,2,5.1,0.85
85017B,ENVELOPE 50 BLOSSOM IMAGES,935,75,65,481.34999999999997,0.5044736842105263
85017C,ENVELOPE 50 CURIOUS IMAGES,49,10,10,26.17,0.6154545454545454
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,7,6,30.599999999999998,2.55
85019A,ROMANTIC IMAGES NOTEBOOK SET,409,28,25,547.25,1.7857142857142858
85019B,BLOSSOM  IMAGES NOTEBOOK SET,498,25,21,640.5,1.37
85019C,CURIOUS  IMAGES NOTEBOOK SET,169,11,9,211.25,2.6136363636363638
85020,ROUND PINK HEART MIRROR,78,16,11,163.8,2.1
85023B,EAU DE NILE JEWELLED PHOTOFRAME,31,14,11,79.05,2.4857142857142853
85023C,PINK LARGE JEWELED PHOTOFRAME,-1,1,1,-2.55,2.55
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,12,12,289.65,1.633333333333333
85024C,PINK SMALL JEWELLED PHOTOFRAME,11,10,9,18.15,1.65
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,302,22,21,469.49999999999994,1.6409090909090909
85025C,PINK HEART SHAPE PHOTO FRAME,306,29,28,474.69999999999993,1.6433333333333333
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,9,9,63.75,0.85
85027L,FRENCH CHATEAU LARGE PLATTER,65,19,17,150.75,2.8973684210526316
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,10,4,4,19.5,1.95
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,8,8,51.599999999999994,2.025
85030,FRENCH CHATEAU OVAL PLATTER,15,6,6,29.25,1.95
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,7,7,45.9,3.892857142857143
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,1,1,4.95,4.95
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,1,1,14.850000000000001,4.95
85032A,ROMANTIC IMAGES GIFT WRAP SET,737,96,82,679.1500000000001,0.7708333333333334
85032B,BLOSSOM IMAGES GIFT WRAP SET,739,93,84,655.8000000000001,0.7591397849462367
85032C,CURIOUS IMAGES GIFT WRAP SET,583,85,72,557.3000000000001,0.7848837209302325
85032D,YULETIDE IMAGES GIFT WRAP SET,618,59,58,459.70000000000005,0.8675
85034A,3 GARDENIA MORRIS BOXED CANDLES,482,70,58,819.54,2.329473684210526
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,880,90,80,1357.44,2.0891304347826085
85034C,3 ROSE MORRIS BOXED CANDLES,1048,136,109,1482.64,1.8214685314685313
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,254,74,60,651.54,3.367402597402598
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,557,43,38,816.25,2.5755813953488373
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1090,107,86,1592.7,2.2063963963963964
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,198,53,48,629.78,3.4633333333333334
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,346,43,40,528.08,2.129302325581395
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,533,79,66,781.27,2.3284146341463416
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1014,110,70,1985.8600000000001,2.1428947368421056
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,443,40,26,583.2499999999999,1.59825
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,491,51,38,669.91,1.6151923076923076
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,221,13,10,128.29,1.3599999999999999
85040A,S/4 PINK FLOWER CANDLES IN BOWL,789,132,88,1318.4899999999998,1.7083941605839414
